,close,open,high,low,volume,chgperc,yest_close,amount,b1_v,b1_p,a1_v,a1_p,pe,pb,lt_mcap,mcap
sh600000,9.73,9.67,9.88,9.66,551745.0,0.52,9.68,53966.0,1451.0,9.72,5513.0,9.74,5.16,0.56,2855.96,2855.96
sh600004,13.67,13.27,13.78,13.2,285636.0,2.24,13.37,38832.0,84.0,13.65,832.0,13.67,594.0,1.68,282.88,323.53
sh600006,6.99,6.87,7.14,6.8,705948.0,1.6,6.88,49137.0,155.0,6.98,4196.0,7.0,23.27,1.8,139.8,139.8
sh600007,11.84,12.07,12.13,11.82,20500.0,-1.82,12.06,2448.0,71.0,11.83,769.0,11.85,14.1,1.53,119.26,119.26
sh600008,2.85,2.83,2.88,2.81,294254.0,0.71,2.83,8391.0,4460.0,2.84,8031.0,2.86,15.84,1.36,209.21,209.21
sh600009,76.5,72.05,76.71,70.98,349361.0,5.99,72.18,258188.0,590.0,76.49,841.0,76.51,494.24,4.96,836.51,1474.12
sh600010,1.17,1.17,1.18,1.16,2683655.0,-0.85,1.18,31254.0,1246377.0,1.15,364071.0,1.17,-150.77,1.01,370.62,533.34
sh600011,4.25,4.28,4.34,4.24,313178.0,-0.7,4.28,13386.0,346.0,4.24,614.0,4.26,12.29,0.84,467.4,667.17
sh600012,5.61,5.65,5.69,5.56,39772.0,0.18,5.6,2237.0,924.0,5.6,3.0,5.63,12.69,0.86,65.39,93.05
sh600015,6.09,6.08,6.17,6.08,256848.0,0.0,6.09,15723.0,1906.0,6.08,114.0,6.1,4.51,0.44,780.9,937.08
sh600016,5.14,5.15,5.19,5.13,784751.0,0.19,5.13,40466.0,6478.0,5.13,26650.0,5.15,4.93,0.49,1822.75,2250.42
sh600017,2.75,2.75,2.77,2.74,86329.0,0.0,2.75,2379.0,4656.0,2.74,2023.0,2.76,12.18,0.69,84.58,84.58
sh600018,4.52,4.49,4.56,4.48,218850.0,0.67,4.49,9900.0,1239.0,4.51,4996.0,4.53,12.64,1.19,1047.45,1047.45
sh600019,6.98,7.05,7.2,6.93,1507246.0,-0.71,7.03,106030.0,6709.0,6.97,784.0,6.99,13.8,0.86,1550.42,1554.41
sh600020,3.15,3.13,3.16,3.13,48589.0,0.32,3.14,1526.0,461.0,3.13,3637.0,3.15,27.21,0.69,70.79,70.79
sh600021,6.9,7.01,7.05,6.88,67296.0,-1.43,7.0,4680.0,1559.0,6.89,14.0,6.91,14.36,1.08,161.96,180.58
sh600022,1.34,1.35,1.36,1.34,573226.0,-1.47,1.36,7733.0,61070.0,1.33,40339.0,1.35,21.65,0.7,146.68,146.68
sh600023,3.57,3.53,3.58,3.53,131791.0,0.85,3.54,4692.0,907.0,3.55,4473.0,3.57,8.27,0.74,485.54,485.54
sh600025,4.42,4.35,4.43,4.34,259879.0,1.38,4.36,11426.0,5502.0,4.4,5420.0,4.42,15.83,1.65,795.6,795.6
sh600026,7.03,7.1,7.11,6.85,397096.0,-2.09,7.18,27674.0,1229.0,7.01,1230.0,7.03,10.55,0.93,192.34,334.82
sh600027,3.27,3.24,3.28,3.23,205085.0,0.62,3.25,6698.0,1781.0,3.26,14175.0,3.28,7.13,0.68,266.37,322.52
sh600028,4.03,4.03,4.07,4.02,993790.0,0.0,4.03,40138.0,41100.0,4.01,1180.0,4.03,12.9,0.67,3850.98,4879.17
sh600029,5.73,5.65,5.82,5.62,484975.0,1.06,5.67,27765.0,4966.0,5.72,1235.0,5.75,-9.88,1.22,464.79,878.37
sh600030,28.71,28.77,28.97,28.57,1006889.0,-0.24,28.78,289669.0,648.0,28.7,422.0,28.72,24.91,2.04,2817.79,3711.28
sh600031,42.4,41.0,42.57,40.81,1122315.0,2.24,41.47,471997.0,1513.0,42.39,627.0,42.41,24.94,6.73,3594.89,3594.89
sh600033,2.56,2.57,2.57,2.55,29721.0,-0.39,2.57,760.0,7378.0,2.54,1177.0,2.56,17.06,0.73,70.26,70.26
sh600035,2.73,2.73,2.74,2.72,26092.0,0.37,2.72,712.0,2856.0,2.71,2160.0,2.73,11.36,0.7,43.8,43.96
sh600036,52.0,51.61,52.9,51.61,609232.0,1.17,51.4,318705.0,247.0,51.98,2156.0,52.0,13.47,1.81,10727.05,13114.32
sh600037,9.11,9.14,9.33,8.98,211465.0,2.13,8.92,19348.0,828.0,9.1,399.0,9.12,48.65,1.0,126.79,126.79
sh600038,58.3,58.0,58.81,57.18,62124.0,-0.03,58.32,36047.0,6.0,58.25,45.0,58.3,50.99,4.03,343.66,343.66
sh600039,4.52,4.42,4.61,4.42,219466.0,1.8,4.44,9934.0,1220.0,4.51,2560.0,4.53,8.37,1.0,163.2,215.95
sh600048,14.37,14.61,14.76,14.25,941820.0,-1.58,14.6,136124.0,33.0,14.36,263.0,14.38,5.95,0.95,1719.75,1719.75
sh600050,4.32,4.33,4.37,4.27,939229.0,-0.69,4.35,40617.0,6974.0,4.3,7939.0,4.32,24.59,0.91,1319.21,1339.87
sh600051,8.15,8.13,8.19,8.03,21307.0,0.37,8.12,1730.0,5.0,8.14,330.0,8.16,4.16,0.86,25.34,25.34
sh600052,2.78,2.75,2.78,2.74,21463.0,1.09,2.75,594.0,1.0,2.76,1161.0,2.78,69.23,0.68,23.47,23.47
