,close,open,high,low,volume,chgperc,yest_close,amount,b1_v,b1_p,a1_v,a1_p,pe,pb,lt_mcap,mcap
sh600000,10.92,10.45,10.92,10.43,1135709.0,4.3,10.47,122439.0,1662.0,10.91,9273.0,10.93,5.5,0.5,3205.25,3205.25
sh600004,13.61,13.28,13.64,13.28,152668.0,2.02,13.34,20624.0,396.0,13.59,85.0,13.61,591.39,1.68,281.63,322.11
sh600006,7.02,6.81,7.03,6.75,452022.0,2.78,6.83,31302.0,3619.0,7.0,6368.0,7.02,23.37,1.81,140.4,140.4
sh600007,12.18,12.07,12.2,12.02,5265.0,1.25,12.03,640.0,14.0,12.17,34.0,12.19,14.5,1.57,122.69,122.69
sh600008,2.96,2.95,2.97,2.94,423635.0,0.0,2.96,12534.0,4524.0,2.95,45662.0,2.97,16.45,1.41,217.28,217.28
sh600009,60.37,59.0,60.5,58.6,211507.0,1.11,59.71,126547.0,582.0,60.36,40.0,60.38,-91.84,3.98,660.13,1163.3
sh600010,1.94,1.7,1.94,1.69,26934073.0,10.23,1.76,496931.0,546209.0,1.93,0.0,0.0,-250.0,1.67,614.54,884.35
sh600011,4.14,4.07,4.15,4.06,438086.0,1.47,4.08,18008.0,3650.0,4.13,12431.0,4.15,11.98,0.82,455.31,649.9
sh600012,6.31,6.2,6.38,6.2,42288.0,1.12,6.24,2669.0,511.0,6.3,476.0,6.34,14.27,0.97,73.55,104.66
sh600015,6.39,6.25,6.41,6.24,770474.0,2.9,6.21,48827.0,5464.0,6.37,2530.0,6.39,4.62,0.35,819.37,983.24
sh600016,5.22,5.15,5.24,5.14,1167082.0,1.56,5.14,60713.0,12443.0,5.21,52330.0,5.23,5.01,0.49,1851.12,2285.44
sh600017,2.78,2.74,2.78,2.73,78121.0,1.09,2.75,2153.0,5976.0,2.76,5819.0,2.78,12.31,0.69,85.5,85.5
sh600018,4.77,4.74,4.79,4.71,317877.0,0.21,4.76,15103.0,5467.0,4.76,7239.0,4.78,13.33,1.26,1105.38,1105.38
sh600019,8.74,8.16,8.78,8.15,4463347.0,9.39,7.99,377790.0,7446.0,8.72,2660.0,8.74,17.28,1.08,1941.36,1946.35
sh600020,3.26,3.25,3.26,3.22,43404.0,0.62,3.24,1408.0,302.0,3.24,3861.0,3.26,28.16,0.71,73.26,73.26
sh600021,7.4,7.25,7.49,7.17,278199.0,-0.8,7.46,20398.0,439.0,7.39,314.0,7.41,15.4,1.16,173.7,193.67
sh600022,1.58,1.53,1.59,1.52,3020877.0,4.64,1.51,47085.0,37816.0,1.56,85158.0,1.58,25.53,0.82,172.96,172.96
sh600023,3.51,3.51,3.54,3.5,561227.0,0.0,3.51,19709.0,47910.0,3.49,56024.0,3.51,8.13,0.72,477.38,477.38
sh600025,4.51,4.49,4.52,4.47,140091.0,0.0,4.51,6306.0,5204.0,4.5,8396.0,4.52,16.15,1.68,811.8,811.8
sh600026,6.35,6.23,6.35,6.22,113326.0,1.6,6.25,7141.0,2153.0,6.33,2185.0,6.35,9.53,0.84,173.74,302.43
sh600027,3.26,3.23,3.26,3.21,242132.0,0.62,3.24,7838.0,9308.0,3.24,10709.0,3.26,7.1,0.68,265.55,321.53
sh600028,4.46,4.35,4.48,4.35,2360436.0,1.83,4.38,104088.0,42594.0,4.44,9550.0,4.46,14.28,0.74,4261.88,5399.78
sh600029,6.34,6.08,6.38,6.08,614696.0,3.26,6.14,38689.0,4643.0,6.33,4645.0,6.35,-10.93,1.35,514.27,971.88
sh600030,25.37,25.05,25.45,25.01,970337.0,0.83,25.16,245653.0,5655.0,25.36,2631.0,25.38,22.01,1.8,2489.98,3279.52
sh600031,43.25,43.0,43.4,42.06,882803.0,-0.57,43.5,376608.0,5079.0,43.24,382.0,43.26,25.46,6.87,3669.36,3669.36
sh600033,2.63,2.61,2.63,2.61,39249.0,0.77,2.61,1028.0,4848.0,2.61,5609.0,2.63,17.53,0.75,72.18,72.18
sh600035,2.75,2.71,2.75,2.69,51240.0,1.48,2.71,1395.0,367.0,2.73,1740.0,2.75,11.45,0.7,44.28,44.28
sh600036,52.77,50.0,52.98,49.6,1315933.0,6.5,49.55,683402.0,1071.0,52.76,902.0,52.78,13.67,1.84,10885.89,13308.51
sh600037,8.82,8.19,8.99,8.18,485079.0,7.96,8.17,42555.0,689.0,8.8,329.0,8.82,47.1,0.97,122.75,122.75
sh600038,52.03,52.58,52.73,51.6,75672.0,-1.42,52.78,39352.0,69.0,52.02,1.0,52.06,45.5,3.6,306.7,306.7
sh600039,5.41,5.13,5.43,5.12,478926.0,6.29,5.09,25383.0,1934.0,5.39,3860.0,5.41,10.02,1.2,195.33,258.47
sh600048,16.08,15.86,16.31,15.77,894751.0,0.37,16.02,143070.0,5016.0,16.07,1904.0,16.09,6.66,1.32,1924.69,1924.69
sh600050,4.44,4.37,4.47,4.36,880978.0,1.37,4.38,39081.0,13988.0,4.42,20702.0,4.44,25.27,0.94,1355.85,1376.93
sh600051,8.36,8.27,8.41,8.27,22529.0,1.09,8.27,1881.0,281.0,8.35,290.0,8.37,4.27,0.88,25.99,25.99
sh600052,2.79,2.74,2.8,2.73,38225.0,0.72,2.77,1056.0,8167.0,2.77,176.0,2.79,69.48,0.69,23.55,23.55
sh600053,17.3,17.28,17.57,17.04,23797.0,0.58,17.2,4120.0,194.0,17.28,987.0,17.3,10.77,2.73,75.0,75.0
sh600054,10.95,10.83,11.06,10.79,71680.0,0.92,10.85,7851.0,22.0,10.94,174.0,10.96,-182.57,1.85,56.21,79.87
sh600055,12.87,12.83,12.97,12.55,123695.0,-0.62,12.95,15795.0,722.0,12.86,870.0,12.88,30.82,3.15,69.6,69.6
sh600056,13.78,13.64,13.81,13.62,63517.0,1.1,13.63,8713.0,378.0,13.76,150.0,13.78,11.77,1.48,147.19,147.24
sh600057,6.43,6.32,6.58,6.26,320249.0,2.72,6.26,20616.0,120.0,6.41,1467.0,6.43,11.45,1.29,137.44,138.72
sh600058,8.18,7.99,8.24,7.95,191603.0,1.74,8.04,15565.0,2842.0,8.17,223.0,8.19,31.25,2.04,87.68,87.68
sh600059,11.83,11.61,11.88,11.37,246250.0,0.17,11.81,28513.0,228.0,11.82,827.0,11.84,54.52,2.28,95.65,95.65
sh600060,13.4,13.27,13.66,13.19,305430.0,1.52,13.2,40983.0,126.0,13.39,457.0,13.41,20.23,1.17,175.34,175.34
sh600061,12.43,12.16,12.44,12.11,166977.0,2.22,12.16,20555.0,2023.0,12.41,1533.0,12.43,12.93,1.26,525.43,525.43
sh600062,11.7,11.59,11.73,11.53,35446.0,1.21,11.56,4128.0,84.0,11.69,260.0,11.72,12.09,1.33,122.06,122.06
sh600063,4.66,4.51,4.74,4.51,692666.0,2.42,4.55,32199.0,2120.0,4.64,7136.0,4.66,20.05,1.61,89.75,89.75
sh600064,10.25,9.89,10.3,9.88,166942.0,3.85,9.87,16973.0,1460.0,10.24,698.0,10.26,5.79,0.97,126.69,126.69
sh600066,15.85,15.7,15.95,15.28,182567.0,0.89,15.71,28620.0,369.0,15.83,824.0,15.85,45.6,2.36,350.91,350.91
sh600067,3.52,3.56,3.56,3.41,189310.0,-3.03,3.63,6564.0,134.0,3.51,1329.0,3.53,16.82,0.65,52.52,52.52
sh600068,6.83,6.75,6.85,6.72,283342.0,1.79,6.71,19259.0,3591.0,6.82,6110.0,6.84,6.61,0.98,314.51,314.51
sh600070,7.22,7.25,7.34,7.09,52061.0,-1.23,7.31,3743.0,146.0,7.21,200.0,7.23,7.94,1.2,37.68,37.68
sh600071,15.17,15.51,15.62,14.74,59349.0,-2.76,15.6,8971.0,19.0,15.15,7.0,15.18,562.62,8.62,36.02,42.71
