,close,open,high,low,volume,chgperc,yest_close,amount,b1_v,b1_p,a1_v,a1_p,pe,pb,lt_mcap,mcap
sh600000,9.92,9.95,9.96,9.85,448069.0,-0.1,9.93,44292.0,141.0,9.91,6192.0,9.93,4.88,0.54,2911.73,2911.73
sh600004,10.86,11.0,11.02,10.83,124595.0,-1.27,11.0,13570.0,409.0,10.85,318.0,10.87,-75.16,1.37,224.73,257.03
sh600006,7.44,7.45,7.55,7.28,615382.0,2.2,7.28,45677.0,6852.0,7.42,1934.0,7.44,17.42,1.84,148.8,148.8
sh600007,17.22,16.73,17.38,16.65,64268.0,3.24,16.68,10996.0,1.0,17.2,138.0,17.22,20.19,2.21,173.45,173.45
sh600008,2.98,2.98,3.0,2.97,288903.0,-0.33,2.99,8619.0,22556.0,2.97,1156.0,2.99,13.25,1.4,218.75,218.75
sh600009,46.16,45.99,46.45,45.4,142615.0,0.3,46.02,65177.0,74.0,46.14,798.0,46.16,-49.87,3.09,504.75,889.48
sh600010,1.58,1.53,1.59,1.52,7361903.0,3.27,1.53,115316.0,231467.0,1.56,251382.0,1.58,49.19,1.34,500.5,720.24
sh600011,4.19,4.22,4.24,4.16,240754.0,-0.71,4.22,10066.0,690.0,4.17,5550.0,4.19,11.68,0.87,460.8,657.75
sh600012,6.31,6.31,6.37,6.19,46185.0,0.16,6.3,2898.0,32.0,6.3,139.0,6.32,8.07,0.9,73.55,104.66
sh600015,6.16,6.2,6.2,6.15,228170.0,-0.32,6.18,14070.0,4918.0,6.15,7715.0,6.17,4.35,0.42,789.88,947.85
sh600016,4.38,4.4,4.4,4.36,600000.0,-0.23,4.39,26227.0,8192.0,4.36,31075.0,4.38,5.92,0.41,1553.24,1917.67
sh600017,2.66,2.65,2.66,2.64,50817.0,0.38,2.65,1348.0,7665.0,2.64,4667.0,2.66,12.38,0.65,81.81,81.81
sh600018,5.05,4.8,5.09,4.79,1504606.0,6.54,4.74,75359.0,4080.0,5.03,6114.0,5.05,12.2,1.34,1170.27,1170.27
sh600019,7.5,7.61,7.66,7.33,959066.0,-1.7,7.63,71414.0,1161.0,7.48,4441.0,7.5,10.13,0.91,1665.93,1670.14
sh600020,3.2,3.22,3.23,3.19,42122.0,-0.31,3.21,1350.0,95.0,3.19,4350.0,3.21,6.95,0.69,71.92,71.92
sh600021,6.78,6.8,6.84,6.75,59388.0,-0.15,6.79,4024.0,1575.0,6.76,638.0,6.78,17.46,1.08,177.44,177.44
sh600022,1.71,1.71,1.72,1.69,672640.0,0.59,1.7,11460.0,78813.0,1.69,49183.0,1.71,14.28,0.88,187.19,187.19
sh600023,3.66,3.67,3.68,3.65,325319.0,0.0,3.66,11911.0,5729.0,3.65,23685.0,3.67,7.56,0.71,497.79,497.79
sh600025,5.61,5.71,5.78,5.55,292066.0,-1.41,5.69,16465.0,2132.0,5.59,3587.0,5.61,18.39,2.18,1009.8,1009.8
sh600026,6.43,6.32,6.68,6.27,531481.0,1.42,6.34,34583.0,296.0,6.42,3118.0,6.44,14.68,0.87,184.22,306.24
sh600027,3.42,3.43,3.45,3.4,160617.0,-0.58,3.44,5502.0,10204.0,3.4,3696.0,3.42,8.05,0.7,278.58,337.31
sh600028,4.3,4.31,4.32,4.26,1298460.0,-0.23,4.31,55731.0,26765.0,4.28,558.0,4.3,7.36,0.7,4108.98,5206.06
sh600029,5.88,5.94,5.95,5.85,269987.0,-1.18,5.95,15885.0,1667.0,5.86,2525.0,5.88,-10.4,1.38,572.16,996.57
sh600030,23.53,23.65,23.79,23.28,678159.0,-0.51,23.65,159451.0,1550.0,23.52,733.0,23.54,19.02,1.64,2309.39,3041.67
sh600031,26.12,26.97,26.97,25.72,1985415.0,-3.4,27.04,519668.0,5039.0,26.1,1219.0,26.12,11.84,3.88,2216.34,2216.34
sh600033,2.62,2.61,2.62,2.6,30846.0,0.77,2.6,807.0,2191.0,2.6,2010.0,2.62,10.02,0.73,71.9,71.9
sh600035,2.95,2.99,3.0,2.93,82983.0,-1.34,2.99,2450.0,404.0,2.94,2536.0,2.96,8.08,0.73,47.5,47.5
sh600036,52.94,52.94,53.09,51.5,568609.0,-0.21,53.05,297927.0,201.0,52.92,1120.0,52.94,13.15,1.99,10920.96,13351.39
sh600037,8.85,9.12,9.19,8.83,153373.0,-2.75,9.1,13686.0,337.0,8.84,138.0,8.86,90.52,0.97,123.17,123.17
sh600038,49.31,49.08,50.09,48.67,54955.0,0.63,49.0,27186.0,7.0,49.3,19.0,49.36,33.42,3.21,290.67,290.67
sh600039,6.21,6.28,6.34,6.21,175276.0,-0.96,6.27,10964.0,4485.0,6.2,1063.0,6.22,7.52,1.24,224.21,296.55
sh600048,11.88,12.09,12.12,11.78,609378.0,-1.74,12.09,72329.0,1312.0,11.86,268.0,11.88,4.89,0.88,1421.98,1421.98
sh600050,4.27,4.28,4.3,4.25,379396.0,-0.23,4.28,16185.0,12833.0,4.25,7227.0,4.27,22.76,0.89,1313.27,1324.21
sh600051,6.66,6.52,6.68,6.5,13913.0,2.15,6.52,919.0,170.0,6.65,528.0,6.67,23.61,0.71,20.7,20.7
sh600052,3.12,3.19,3.2,3.11,137845.0,-1.27,3.16,4334.0,2124.0,3.11,192.0,3.13,126.92,0.78,26.34,26.34
sh600053,16.85,16.61,16.97,16.57,16994.0,1.51,16.6,2847.0,117.0,16.83,35.0,16.85,95.35,2.73,73.05,73.05
sh600054,9.55,9.6,9.65,9.5,17747.0,-0.31,9.58,1696.0,128.0,9.53,73.0,9.55,-6693.21,1.65,49.02,69.66
sh600055,16.02,16.29,16.51,15.96,114211.0,-2.26,16.39,18480.0,111.0,16.01,3.0,16.03,39.57,3.72,86.64,86.64
sh600056,11.93,12.09,12.13,11.88,72180.0,-1.32,12.09,8627.0,419.0,11.91,271.0,11.93,10.12,1.3,127.43,127.47
sh600057,6.3,6.31,6.41,6.27,146996.0,-0.16,6.31,9276.0,632.0,6.28,15.0,6.3,9.78,1.28,134.66,135.92
sh600058,8.03,7.63,8.06,7.63,99151.0,5.24,7.63,7817.0,26.0,8.01,344.0,8.03,21.05,1.98,86.07,86.07
sh600059,12.22,12.14,12.35,12.05,124147.0,0.83,12.12,15194.0,261.0,12.21,375.0,12.23,67.3,2.13,98.8,111.39
sh600060,16.0,16.48,16.85,15.69,316567.0,-2.26,16.37,50862.0,95.0,15.98,1490.0,16.0,15.54,1.33,209.36,209.36
sh600061,8.03,8.02,8.07,7.96,145885.0,0.12,8.02,11688.0,1314.0,8.02,1542.0,8.04,11.24,1.19,515.95,515.95
sh600062,11.83,11.95,11.99,11.79,41797.0,-0.92,11.94,4949.0,40.0,11.82,281.0,11.84,12.14,1.29,123.42,123.42
sh600063,4.72,4.73,4.9,4.63,496524.0,0.21,4.71,23560.0,4116.0,4.7,3014.0,4.72,13.15,1.66,90.9,90.9
sh600064,9.07,9.16,9.21,9.0,62315.0,-1.09,9.17,5657.0,470.0,9.06,372.0,9.08,5.66,0.85,112.1,112.1
sh600066,12.52,12.47,12.6,12.41,61312.0,0.4,12.47,7649.0,345.0,12.5,1060.0,12.52,51.68,1.99,277.19,283.32
sh600067,3.34,3.31,3.35,3.31,20159.0,0.3,3.33,673.0,805.0,3.33,2467.0,3.35,12.24,0.62,49.84,49.84
sh600068,8.07,7.87,8.28,7.86,1202503.0,5.77,7.63,97280.0,866.0,8.06,4347.0,8.08,8.14,1.11,371.61,371.61
sh600070,8.92,8.46,8.94,8.46,201183.0,5.06,8.49,17649.0,468.0,8.9,1641.0,8.92,-11.45,1.89,45.2,46.56
sh600071,15.22,13.86,15.22,13.81,102933.0,9.97,13.84,15332.0,866.0,15.21,0.0,0.0,176.04,8.34,36.14,42.86
