symbol,name,close,yest_close,b1_p,b1_v,volume
836263,中航泰达,7.48,5.76,7.48,21840,120580
834021,流金岁月,7.9,6.39,7.9,1859,520002
300312,*ST邦讯,3.7,3.08,3.7,38491,391997
300043,星辉娱乐,4.48,3.73,4.48,221363,705761
300389,艾比森,12.58,10.48,12.58,105225,69904
300052,中青宝,39.28,32.73,39.28,65957,974087
688655,迅捷兴,25.2,21.0,25.2,1693,125918
300479,神思电子,23.28,19.4,23.28,18064,583287
688526,科前生物,32.26,27.97,32.15,16,152192
833873,中设咨询,7.36,6.56,7.35,453,118330
300264,佳创视讯,11.85,10.61,11.84,626,1033466
300858,科拓生物,37.68,33.96,37.68,472,78654
002195,二三四五,2.83,2.57,2.83,425548,6049431
002345,潮宏基,6.33,5.75,6.33,12461,879625
600077,宋都股份,3.28,2.98,3.28,360337,66301
601107,四川成渝,5.47,4.97,5.47,19682,1230402
603123,翠微股份,9.87,8.97,9.87,50524,112486
600753,东方银星,18.22,16.56,18.22,10043,171492
002481,双塔食品,9.77,8.88,9.77,74842,448360
600530,交大昂立,4.94,4.49,4.94,33423,676081
600860,京城股份,20.42,18.56,20.42,56971,441950
002354,天神娱乐,6.92,6.29,6.92,184773,3200953
000056,皇庭国际,6.92,6.29,6.92,10640,752188
000819,岳阳兴长,22.3,20.27,22.3,21848,306967
600706,曲江文旅,8.24,7.49,8.24,8000,144052
000004,国华网安,21.99,19.99,21.99,30295,75663
603176,汇通集团,2.97,2.7,2.97,2088723,2442
603096,新经典,34.1,31.0,34.1,6915,53801
002721,金一文化,3.96,3.6,3.96,93151,1156729
002486,嘉麟杰,3.41,3.1,3.41,169272,553995
000665,湖北广电,7.59,6.9,7.59,135500,1462040
605599,菜百股份,15.08,13.71,15.08,18699,191598
000546,金圆股份,14.31,13.01,14.31,9928,995522
002349,精华制药,13.65,12.41,13.65,32436,1857697
605388,均瑶健康,20.15,18.32,20.15,34625,167899
000985,大庆华科,15.64,14.22,15.64,16472,35243
002059,云南旅游,7.27,6.61,7.27,41012,625139
000955,欣龙控股,5.95,5.41,5.95,15406,879839
605069,正和生态,23.25,21.14,23.25,31639,59107
002750,龙津药业,19.51,17.74,19.51,8512,866165
002034,旺能环境,19.51,17.74,19.51,32940,52196
601798,蓝科高新,9.7,8.82,9.7,12224,406127
002963,豪尔赛,19.07,17.34,19.07,8029,133178
600423,柳化股份,4.63,4.21,4.63,14205,327061
002723,金莱特,17.86,16.24,17.86,8942,139391
002639,雪人股份,15.33,13.94,15.33,65163,2410685
600272,开开实业,9.93,9.03,9.93,85676,36952
603536,惠发食品,13.02,11.84,13.02,15132,200532
600996,贵广网络,6.74,6.13,6.74,111894,224293
002107,沃华医药,8.95,8.14,8.95,40372,675057
002638,勤上股份,2.21,2.01,2.21,30453,1530156
002699,美盛文化,7.3,6.64,7.3,140062,1765241
002694,顾地科技,5.42,4.93,5.42,116117,33644
000530,冰山冷热,6.86,6.24,6.86,166588,1059364
000554,泰山石油,5.98,5.44,5.98,73497,302968
000558,莱茵体育,4.66,4.24,4.66,158166,584883
300612,宣亚国际,31.6,28.82,31.6,100,435432
002047,宝鹰股份,4.62,4.22,4.61,2200,2478844
688501,青达环保,24.61,22.52,24.61,17,55359
300943,春晖智控,49.0,44.99,48.99,151,147744
300032,金龙机电,7.09,6.52,7.09,491,1018243
688068,热景生物,125.58,115.5,125.57,5,48772
830839,万通液压,10.3,9.48,10.3,80,20884
301015,百洋医药,32.38,29.88,32.37,126,154928
603363,傲农生物,15.12,13.97,15.11,13,607696
300918,南山智尚,11.46,10.6,11.45,1550,277521
300398,飞凯材料,28.56,26.45,28.56,522,623912
002253,川大智胜,19.73,18.3,19.73,382,446494
000503,国新健康,19.6,18.18,19.6,10754,831576
300494,盛天网络,22.03,20.45,22.03,292,376363
600262,北方股份,25.8,23.96,25.8,64,101571
000921,海信家电,16.55,15.39,16.55,38,299199
838030,德众汽车,6.58,6.12,6.58,178,39391
000069,华侨城Ａ,7.8,7.26,7.79,6629,1705788
600018,上港集团,6.07,5.65,6.06,2460,1985812
301190,善水科技,32.81,30.58,32.81,13,217141
600880,博瑞传播,8.86,8.26,8.86,471,3067619
601038,一拖股份,15.08,14.08,15.08,131,386723
839946,华阳变速,6.95,6.49,6.95,192,20144
000863,三湘印象,4.15,3.88,4.15,4211,1264178
002154,报 喜 鸟,5.7,5.33,5.7,2753,1310291
603011,合锻智能,8.97,8.39,8.96,524,560912
300791,仙乐健康,44.66,41.83,44.65,86,45532
688169,石头科技,815.26,764.0,813.0,4,8132
300578,会畅通讯,33.0,30.94,32.99,26,187697
002689,远大智能,3.85,3.61,3.85,1811,1190479
300364,中文在线,16.85,15.8,16.85,826,1242643
000810,创维数字,11.55,10.84,11.55,206,782270
603566,普莱柯,25.35,23.81,25.35,168,253500
002705,新宝股份,26.7,25.1,26.7,209,238222
600192,长城电工,6.25,5.88,6.25,2257,680244
605598,上海港湾,16.99,15.99,16.99,183,118454
301101,明月镜片,57.8,54.4,57.79,11,48711
688201,信安世纪,71.8,67.6,71.8,22,38845
002476,宝莫股份,4.86,4.58,4.85,721,297779
300022,吉峰科技,5.57,5.25,5.57,1772,541250
002605,姚记科技,25.44,24.0,25.44,222,353747
300178,*ST腾邦,1.98,1.87,1.97,2128,376631
300915,海融科技,60.71,57.37,60.69,8,24622
002145,中核钛白,13.17,12.45,13.17,2640,617202
603208,江山欧派,67.22,63.55,67.22,92,33303
300280,紫天科技,37.28,35.25,37.27,15,144382
002987,京北方,36.55,34.56,36.53,37,247673
603355,莱克电气,31.05,29.36,31.04,17,79083
301043,绿岛风,40.83,38.62,40.83,35,84499
300824,北鼎股份,20.0,18.92,20.0,87,51509
002425,凯撒文化,10.38,9.82,10.38,2111,1832353
300542,新晨科技,16.5,15.61,16.49,125,295438
300278,*ST华昌,4.33,4.1,4.33,861,118759
300418,昆仑万维,24.86,23.54,24.86,96,1022052
300148,天舟文化,5.84,5.53,5.84,6611,2007503
000876,新 希 望,17.1,16.2,17.09,2700,1956995
600841,上柴股份,12.79,12.12,12.78,212,118074
002793,罗欣药业,10.95,10.38,10.94,62,202097
300220,金运激光,21.01,19.92,21.0,1109,199329
832171,志晟信息,20.0,18.97,20.0,84,45720
002316,亚联发展,5.48,5.2,5.48,645,868362
600396,金山股份,3.53,3.35,3.53,13778,1204126
688298,东方生物,249.48,236.93,249.47,7,50964
603861,白云电器,12.08,11.48,12.08,446,120206
300094,国联水产,5.72,5.44,5.72,452,3081089
603555,ST贵人,3.07,2.92,3.07,62176,63288
300556,丝路视觉,37.08,35.27,37.07,22,400581
600801,华新水泥,20.7,19.69,20.69,195,385569
002321,*ST华英,3.28,3.12,3.28,25948,171116
002648,卫星化学,41.65,39.62,41.64,8,250868
605098,行动教育,59.3,56.41,59.24,10,19547
603996,*ST中新,2.27,2.16,2.27,10341,158301
600239,*ST云城,2.48,2.36,2.48,5439,352894
600145,*ST新亿,1.24,1.18,1.24,8786,620676
600159,大龙地产,3.31,3.15,3.3,12507,1151717
600734,*ST实达,3.33,3.17,3.33,3152,455094
002872,ST天圣,5.62,5.35,5.62,3766,99824
600654,ST中安,2.71,2.58,2.71,19895,609070
002656,ST摩登,2.92,2.78,2.92,13867,224100
600382,*ST广珠,6.07,5.78,6.07,12995,135804
002473,*ST圣莱,13.2,12.57,13.2,242,33805
831010,凯添燃气,6.5,6.19,6.5,1202,56755
600078,*ST澄星,9.86,9.39,9.86,14844,213483
002959,小熊电器,68.0,64.77,68.0,576,66605
600671,ST目药,9.9,9.43,9.9,4772,15648
600608,ST沪科,6.11,5.82,6.11,3664,25060
000673,*ST当代,2.53,2.41,2.53,18368,242880
301066,万事利,27.2,25.91,27.2,101,49689
000525,ST红太阳,9.7,9.24,9.7,17846,239221
600599,ST熊猫,9.07,8.64,9.07,18019,9738
002244,滨江集团,4.87,4.64,4.86,2173,494982
002086,ST东洋,3.39,3.23,3.39,95253,55213
000980,*ST众泰,7.0,6.67,7.0,81652,31973
301182,凯旺科技,37.59,35.82,37.58,160,78549
600518,*ST康美,3.4,3.24,3.39,11348,6091413
300500,启迪设计,25.18,24.0,25.18,34,175565
000736,中交地产,6.83,6.51,6.83,379,162627
601166,兴业银行,20.07,19.13,20.06,562,2454030
000509,*ST华塑,3.21,3.06,3.21,79928,33628
002684,*ST猛狮,4.08,3.89,4.08,30304,110106
837092,汉鑫科技,28.57,27.26,28.53,12,7313
300805,电声股份,15.08,14.4,15.08,150,186976
603687,大胜达,11.85,11.33,11.85,249,103230
300860,锋尚文化,92.0,88.0,92.0,21,82441
002770,*ST科迪,2.53,2.42,2.52,2889,774193
002923,润都股份,25.8,24.69,25.79,135,70008
603036,如通股份,10.7,10.24,10.69,153,141050
300733,西菱动力,26.85,25.7,26.84,24,24913
002417,深南股份,5.62,5.38,5.62,30,208970
601456,国联证券,14.53,13.91,14.53,3491,945770
000007,*ST全新,6.5,6.23,6.49,793,99213
603888,新华网,25.56,24.5,25.55,6,288771
300650,太龙股份,32.57,31.22,32.57,89,94187
300795,*ST米奥,24.21,23.21,24.14,10,14133
600493,凤竹纺织,6.58,6.31,6.57,200,322649
600847,万里股份,19.58,18.78,19.57,13,171475
600146,*ST环球,3.92,3.76,3.92,1357,409095
000687,*ST华讯,1.96,1.88,1.96,5554,264711
871642,通易航天,18.52,17.77,18.49,58,9610
603609,禾丰股份,11.15,10.7,11.14,109,183053
600496,精工钢构,4.75,4.56,4.74,3662,1395893
300949,奥雅设计,75.0,72.0,74.99,38,39373
002534,杭锅股份,32.73,31.43,32.73,13,86065
300540,深冷股份,32.9,31.6,32.9,371,82035
688318,财富趋势,160.24,153.91,160.23,2,15918
603565,中谷物流,31.14,29.91,31.14,272,102162
300004,南风股份,7.17,6.89,7.17,4100,316186
002878,元隆雅图,21.52,20.68,21.52,5,168974
002696,百洋股份,6.41,6.16,6.41,3458,143795
600079,人福医药,23.59,22.67,23.58,828,382604
300299,富春股份,6.94,6.67,6.94,947,663705
600588,用友网络,37.53,36.07,37.52,310,433777
002136,安 纳 达,17.01,16.35,17.0,921,202073
603353,和顺石油,24.83,23.87,24.83,115,38891
002613,北玻股份,3.89,3.74,3.88,1664,413880
603927,中科软,28.91,27.8,28.9,939,190820
601811,新华文轩,9.65,9.28,9.65,466,72879
603090,宏盛股份,23.01,22.13,23.01,33,19068
000708,中信特钢,21.76,20.93,21.75,1546,242145
002258,利尔化学,34.61,33.29,34.61,210,206052
600573,惠泉啤酒,10.55,10.15,10.54,72,329893
002232,启明信息,21.98,21.15,21.97,35,484821
688167,炬光科技,212.0,204.0,211.7,2,23331
300879,大叶股份,21.51,20.7,21.5,329,54799
000651,格力电器,39.05,37.58,39.04,6013,1822689
002187,广百股份,9.3,8.95,9.29,453,123726
002599,盛通股份,8.08,7.78,8.08,1060,964531
603337,杰克股份,23.74,22.86,23.73,93,39117
002955,鸿合科技,22.98,22.13,22.96,10,91575
000726,鲁  泰Ａ,6.85,6.6,6.85,1321,236040
300437,清水源,26.87,25.89,26.87,226,230098
002921,联诚精密,19.5,18.79,19.49,41,107996
300873,海晨股份,51.62,49.76,51.6,15,23186
002292,奥飞娱乐,7.22,6.96,7.22,2085,1351199
600727,鲁北化工,10.91,10.52,10.91,1748,265064
300889,爱克股份,21.3,20.54,21.29,666,96420
002370,亚太药业,4.77,4.6,4.76,1978,570278
605003,众望布艺,29.57,28.53,29.51,1,14477
600962,国投中鲁,11.09,10.7,11.09,382,145796
002867,周大生,18.87,18.21,18.86,102,184778
300585,奥联电子,17.48,16.87,17.48,247,251090
002003,伟星股份,13.52,13.05,13.52,564,145901
688196,卓越新能,66.36,64.08,66.25,2,47531
871553,凯腾精工,6.14,5.93,6.14,52,9529
836149,旭杰科技,9.4,9.08,9.4,223,12480
601339,百隆东方,6.18,5.97,6.17,1301,299547
002447,*ST晨鑫,2.06,1.99,2.06,11174,510735
600098,广州发展,8.25,7.97,8.24,1063,251679
002348,高乐股份,2.36,2.28,2.35,4555,932799
002269,美邦服饰,2.66,2.57,2.65,6577,1370172
300023,*ST宝德,6.51,6.29,6.51,296,77443
600698,湖南天雁,5.35,5.17,5.34,1586,913855
601018,宁波港,4.18,4.04,4.18,5401,923561
600029,南方航空,7.2,6.96,7.2,6150,1062603
601155,新城控股,30.37,29.36,30.36,4,285751
000723,美锦能源,16.85,16.29,16.85,2114,3831835
000902,新洋丰,17.17,16.6,17.17,133,169652
002932,明德生物,75.91,73.4,75.9,26,46015
300081,恒信东方,19.98,19.32,19.98,300,866195
000545,金浦钛业,4.25,4.11,4.24,1946,811465
836260,中寰股份,19.28,18.65,19.28,5,7717
688289,圣湘生物,60.25,58.29,60.25,39,80487
600090,*ST济堂,1.23,1.19,1.23,13592,719454
300666,江丰电子,53.21,51.48,53.21,198,141939
300160,秀强股份,8.04,7.78,8.03,853,285134
301108,洁雅股份,62.36,60.35,62.35,10,31284
000002,万  科Ａ,21.17,20.49,21.16,234,1930458
000656,金科股份,4.67,4.52,4.67,5087,1351179
605138,盛泰集团,12.8,12.39,12.79,1463,167697
300287,飞利信,6.57,6.36,6.56,4578,2384393
603518,锦泓集团,12.57,12.17,12.57,208,160291
300113,顺网科技,17.3,16.75,17.3,171,415989
300071,*ST嘉信,2.85,2.76,2.84,1447,136349
000151,中成股份,8.9,8.62,8.9,8,107441
300396,迪瑞医疗,18.49,17.91,18.49,7,62057
603868,飞科电器,45.91,44.47,45.9,39,14190
301087,可孚医疗,82.11,79.55,82.1,26,34051
688533,上声电子,52.43,50.8,52.4,7,32845
002118,紫鑫药业,3.89,3.77,3.88,6242,4122343
605268,王力安防,13.66,13.24,13.66,121,82108
300459,汤姆猫,5.87,5.69,5.87,6529,4219653
002242,九阳股份,24.17,23.43,24.16,144,126146
601838,成都银行,12.52,12.14,12.51,1451,439091
603138,海量数据,17.14,16.62,17.14,624,125851
000789,万年青,12.87,12.48,12.86,673,296363
002502,鼎龙文化,4.63,4.49,4.62,325,235924
300038,*ST数知,1.99,1.93,1.99,11218,716968
601658,邮储银行,5.32,5.16,5.31,3171,2176984
300937,药易购,47.1,45.69,47.1,170,34404
605108,同庆楼,20.75,20.13,20.75,171,151276
603388,元成股份,8.38,8.13,8.38,695,69920
300051,ST三五,4.7,4.56,4.69,446,77274
603466,风语筑,29.76,28.88,29.76,246,304565
300999,金龙鱼,66.46,64.5,66.45,174,371741
002412,汉森制药,7.2,6.99,7.2,1296,761140
002042,华孚时尚,4.81,4.67,4.81,907,458257
002142,宁波银行,38.83,37.7,38.82,79,347163
002339,积成电子,8.6,8.35,8.59,1345,412498
600208,新湖中宝,3.1,3.01,3.09,11017,1501528
000910,大亚圣象,14.16,13.75,14.15,992,198660
603219,富佳股份,20.07,19.49,20.06,491,64342
600004,白云机场,12.83,12.46,12.82,39,549391
002665,首航高科,5.23,5.08,5.23,1890,5852974
000001,平安银行,17.15,16.66,17.14,243,1961998
600992,贵绳股份,11.21,10.89,11.21,1620,590089
832145,恒合股份,12.99,12.62,12.98,197,29397
003020,立方制药,48.93,47.54,48.93,6,24632
605277,新亚电子,33.12,32.18,33.12,518,43664
600715,文投控股,3.53,3.43,3.52,3709,691929
300024,机器人,11.69,11.36,11.68,1216,550600
000835,*ST长动,2.84,2.76,2.84,667,106855
300898,熊猫乳品,34.85,33.87,34.84,179,77083
600593,*ST圣亚,12.86,12.5,12.85,18,10067
601933,永辉超市,4.29,4.17,4.28,10524,1542233
002572,索菲亚,22.65,22.02,22.63,35,268503
002408,齐翔腾达,10.81,10.51,10.8,970,606370
603486,科沃斯,151.98,147.77,151.94,2,42052
600256,广汇能源,6.89,6.7,6.89,288,2320474
300788,中信出版,34.92,33.96,34.91,64,93335
300940,南极光,37.92,36.88,37.92,22,29816
000752,*ST西发,5.48,5.33,5.47,310,47750
688677,海泰新光,90.01,87.55,90.01,14,6088
688189,南新制药,36.99,35.98,36.97,26,19483
002646,青青稞酒,22.35,21.74,22.34,293,293683
002755,奥赛康,13.21,12.85,13.2,66,77187
605179,一鸣食品,15.83,15.4,15.82,66,84206
300756,金马游乐,30.07,29.26,30.07,54,59998
600351,亚宝药业,9.36,9.11,9.35,1993,541084
000895,双汇发展,33.38,32.49,33.38,102,348637
605155,西大门,22.95,22.34,22.95,101,32930
002950,奥美医疗,16.2,15.77,16.2,933,212349
002054,德美化工,9.81,9.55,9.8,494,147728
603916,苏博特,26.1,25.41,26.09,90,113494
300311,任子行,8.71,8.48,8.71,3122,777298
300513,恒实科技,13.59,13.24,13.58,60,178311
300828,锐新科技,27.23,26.53,27.23,25,38115
002982,湘佳股份,53.47,52.1,53.47,11,42882
600735,新华锦,7.04,6.86,7.04,1718,135648
600376,首开股份,5.91,5.76,5.91,687,156268
300846,首都在线,16.18,15.77,16.18,1157,296725
832225,利通科技,9.5,9.26,9.5,29,6189
002835,同为股份,11.49,11.2,11.48,147,109250
002647,仁东控股,10.33,10.07,10.33,2047,873859
300165,天瑞仪器,7.95,7.75,7.95,379,936339
831370,新安洁,5.2,5.07,5.2,277,28317
688399,硕世生物,138.77,135.31,138.75,4,15302
601233,桐昆股份,21.31,20.78,21.31,227,602308
600220,江苏阳光,2.82,2.75,2.82,2801,704383
000972,*ST中基,2.82,2.75,2.81,1080,80786
600476,湘邮科技,12.92,12.6,12.91,10,60709
002740,爱迪尔,4.85,4.73,4.85,410,157314
301011,华立科技,64.13,62.55,64.12,61,40326
300471,厚普股份,25.59,24.96,25.58,226,266164
002300,太阳电缆,8.53,8.32,8.52,502,282022
300354,东华测试,39.57,38.6,39.57,58,32182
601028,玉龙股份,19.77,19.29,19.77,3,71511
600323,瀚蓝环境,21.83,21.3,21.83,75,181179
002622,融钰集团,4.55,4.44,4.54,473,258652
603877,太平鸟,28.66,27.97,28.65,112,90885
600887,伊利股份,41.7,40.7,41.7,59,793807
000672,上峰水泥,20.92,20.42,20.92,1965,173373
603968,醋化股份,19.68,19.21,19.66,11,72496
603288,海天味业,108.63,106.04,108.62,12,87374
002548,金新农,6.3,6.15,6.29,52,499619
688656,浩欧博,64.31,62.78,64.31,5,5247
002353,杰瑞股份,41.37,40.39,41.37,315,145236
600153,建发股份,9.32,9.1,9.31,601,302347
603739,蔚蓝生物,19.15,18.7,19.15,67,64734
603527,众源新材,12.37,12.08,12.37,208,47928
000683,远兴能源,7.68,7.5,7.67,4838,1201811
603196,日播时尚,8.55,8.35,8.55,212,71885
002731,萃华珠宝,11.57,11.3,11.55,129,196256
300045,华力创通,12.07,11.79,12.07,45,637366
688232,新点软件,45.35,44.3,45.35,42,39832
600346,恒力石化,23.76,23.21,23.75,868,560408
000606,ST顺利,2.16,2.11,2.15,3958,172262
830964,润农节水,5.21,5.09,5.19,444,35036
600059,古越龙山,12.63,12.34,12.63,334,320209
300891,惠云钛业,16.56,16.18,16.56,8,169948
002555,三七互娱,28.81,28.15,28.8,87,585540
300076,GQY视讯,6.58,6.43,6.58,837,383293
600556,天下秀,13.19,12.89,13.19,4266,817420
603533,掌阅科技,27.3,26.68,27.3,711,222957
002131,利欧股份,2.65,2.59,2.65,23845,3650770
600149,廊坊发展,5.34,5.22,5.34,191,130267
601966,玲珑轮胎,36.55,35.73,36.55,588,124806
600119,长江投资,8.03,7.85,8.03,159,51912
002587,奥拓电子,5.8,5.67,5.8,2557,532299
605289,罗曼股份,42.01,41.07,42.01,183,91834
688168,安博通,64.2,62.78,64.1,108,8746
605080,浙江自然,73.61,71.99,73.58,5,4118
600892,大晟文化,4.55,4.45,4.55,1366,163670
000753,漳州发展,3.65,3.57,3.65,83,499962
300064,*ST金刚,1.84,1.8,1.83,6216,334592
603619,中曼石油,15.19,14.86,15.19,34,199809
002614,奥佳华,13.36,13.07,13.36,43,227370
002813,路畅科技,26.74,26.16,26.74,239,44505
300079,数码视讯,9.28,9.08,9.28,9842,1459879
002504,ST弘高,1.86,1.82,1.85,701,138245
688112,鼎阳科技,100.0,97.85,99.99,9,12133
300336,新文化,4.19,4.1,4.18,4539,838116
000981,*ST银亿,3.26,3.19,3.25,4620,199009
603311,金海高科,14.48,14.17,14.48,42,162890
838275,驱动力,7.05,6.9,7.05,60,11910
300352,北信源,6.58,6.44,6.58,5837,970103
300985,致远新能,49.0,47.96,49.0,259,105601
600319,*ST亚星,5.66,5.54,5.66,26,26112
300448,浩云科技,7.55,7.39,7.54,356,492912
600325,华发股份,6.19,6.06,6.19,1082,337228
603059,倍加洁,24.3,23.79,24.3,89,19251
300467,迅游科技,17.16,16.8,17.16,1029,174190
001872,招商港口,17.68,17.31,17.67,5,86161
300674,宇信科技,25.34,24.81,25.34,151,367196
300416,苏试试验,34.0,33.29,34.0,36,63815
300871,回盛生物,29.71,29.09,29.71,162,41729
300482,万孚生物,39.41,38.59,39.4,350,117200
300586,美联新材,13.13,12.86,13.12,331,94031
601318,中国平安,52.07,51.0,52.06,14,1181247
000796,凯撒旅业,8.29,8.12,8.28,1,239203
000010,美丽生态,3.91,3.83,3.9,1180,128340
833819,颖泰生物,5.88,5.76,5.88,508,54746
300997,欢乐家,18.17,17.8,18.16,159,104816
300987,川网传媒,42.3,41.44,42.3,125,114476
300367,ST网力,2.46,2.41,2.45,1517,178765
002445,中南文化,3.46,3.39,3.45,4985,624281
600827,百联股份,13.88,13.6,13.88,241,201555
832000,安徽凤凰,9.42,9.23,9.37,20,9495
301049,超越科技,35.75,35.03,35.75,19,26575
000820,*ST节能,3.48,3.41,3.48,947,93343
300177,中海达,9.95,9.75,9.95,1487,453489
300921,南凌科技,22.4,21.95,22.4,191,21174
300446,*ST乐材,9.46,9.27,9.44,8,33289
600690,海尔智家,30.0,29.4,29.99,298,647503
300356,ST光一,3.5,3.43,3.49,344,166159
002431,棕榈股份,3.5,3.43,3.49,735,719208
688579,山大地纬,13.51,13.24,13.5,181,71808
601939,建设银行,6.03,5.91,6.02,8103,1955978
000096,广聚能源,9.12,8.94,9.11,29,29420
300315,掌趣科技,5.07,4.97,5.06,5046,2134642
300338,开元教育,7.1,6.96,7.09,594,302948
300948,冠中生态,25.4,24.9,25.39,40,45380
300116,保力新,2.54,2.49,2.54,13499,1104899
300105,龙源技术,7.15,7.01,7.15,817,238211
000811,冰轮环境,15.34,15.04,15.34,1111,288273
301073,君亭酒店,38.9,38.14,38.9,24,31462
002100,天康生物,11.8,11.57,11.8,511,553252
300202,*ST 聚龙,5.14,5.04,5.14,647,190613
002722,金轮股份,16.51,16.19,16.5,430,142493
605198,德利股份,20.7,20.3,20.7,246,22111
003033,征和工业,28.63,28.08,28.62,167,11877
600139,ST西源,2.61,2.56,2.61,765,383130
603359,东珠生态,14.63,14.35,14.63,112,99435
300917,特发服务,33.97,33.32,33.96,205,50879
003012,东鹏控股,14.17,13.9,14.16,912,76771
301032,新柴股份,13.65,13.39,13.65,2313,86117
000719,中原传媒,8.43,8.27,8.42,98,373079
300691,联合光电,25.33,24.85,25.33,58,160491
603056,德邦股份,10.61,10.41,10.61,290,85319
002717,岭南股份,3.73,3.66,3.72,2181,1139128
000961,中南建设,4.27,4.19,4.27,2101,948662
601111,中国国航,9.63,9.45,9.62,35,921196
835508,殷图网联,12.9,12.66,12.9,21,8682
600093,*ST易见,2.69,2.64,2.68,6853,279410
603226,菲林格尔,7.55,7.41,7.54,592,44492
601827,三峰环境,9.19,9.02,9.18,335,328741
600926,杭州银行,13.02,12.78,13.01,826,273199
600213,亚星客车,9.25,9.08,9.24,359,199982
000929,兰州黄河,10.34,10.15,10.33,166,194829
300863,卡倍亿,89.86,88.21,89.86,87,17728
688358,祥生医疗,45.92,45.09,45.8,16,7268
002155,湖南黄金,10.57,10.38,10.56,2343,405486
600794,保税科技,3.34,3.28,3.33,503,173933
300414,中光防雷,11.73,11.52,11.72,568,114298
300830,金现代,12.37,12.15,12.37,201,143424
300774,倍杰特,21.39,21.01,21.39,50,75539
002467,二六三,5.07,4.98,5.07,2236,457982
603616,韩建河山,6.78,6.66,6.78,1064,268332
600987,航民股份,5.66,5.56,5.65,128,83385
000062,深圳华强,17.56,17.25,17.55,36,105930
603983,丸美股份,33.09,32.51,33.08,5,30348
300895,铜牛信息,42.84,42.09,42.84,329,53131
600112,*ST天成,3.43,3.37,3.43,1401,131356
600510,黑牡丹,8.02,7.88,8.02,1628,118362
000066,中国长城,14.93,14.67,14.93,1553,1059296
600589,ST榕泰,2.3,2.26,2.29,1262,159986
300552,万集科技,40.25,39.55,40.24,101,76475
300162,雷曼光电,11.51,11.31,11.5,311,157507
002178,延华智能,5.18,5.09,5.17,1331,1076568
002329,皇氏集团,4.61,4.53,4.61,746,241216
002495,佳隆股份,2.89,2.84,2.89,1952,753361
002890,弘宇股份,17.99,17.68,17.99,153,24357
605122,四方新材,23.37,22.97,23.36,165,25359
300681,英搏尔,97.5,95.84,97.48,34,15101
688228,开普云,37.86,37.22,37.84,2,7845
000068,华控赛格,3.55,3.49,3.55,2170,431988
605168,三人行,178.0,175.0,177.95,3,25770
688257,新锐股份,65.5,64.4,65.5,106,12517
603987,康德莱,22.69,22.31,22.68,147,167564
603277,银都股份,19.2,18.88,19.19,2,9706
603897,长城科技,48.8,47.99,48.78,4,29714
300031,宝通科技,29.04,28.56,29.04,593,431105
300675,建科院,17.6,17.31,17.6,720,93230
600337,美克家居,3.65,3.59,3.64,1045,339119
002157,正邦科技,10.39,10.22,10.38,2106,934200
688285,高铁电气,10.56,10.39,10.55,50,108462
300341,麦克奥迪,11.9,11.71,11.89,321,210221
600983,惠而浦,8.77,8.63,8.76,119,25702
002862,实丰文化,14.52,14.29,14.51,113,50977
600988,赤峰黄金,15.19,14.95,15.19,838,359323
300840,酷特智能,12.04,11.85,12.03,239,60400
000676,智度股份,8.24,8.11,8.24,216,712209
300608,思特奇,15.22,14.98,15.22,232,205695
002798,帝欧家居,15.28,15.04,15.28,486,94948
002040,南 京 港,6.38,6.28,6.37,213,127790
002076,ST雪莱,1.92,1.89,1.91,2375,296976
300134,大富科技,13.46,13.25,13.46,1639,392509
601236,红塔证券,12.19,12.0,12.19,1755,447237
300167,迪威迅,5.16,5.08,5.16,688,81454
002506,协鑫集成,3.88,3.82,3.87,5676,1123808
605218,伟时电子,17.53,17.26,17.53,195,72965
000778,新兴铸管,4.55,4.48,4.54,4536,1244699
002032,苏 泊 尔,62.45,61.49,62.44,16,47988
001965,招商公路,7.82,7.7,7.81,32,65672
002133,广宇集团,3.26,3.21,3.25,1460,197729
000034,神州数码,16.42,16.17,16.42,487,164107
605056,咸亨国际,19.13,18.84,19.13,83,29482
600320,振华重工,3.96,3.9,3.96,5200,396043
000812,陕西金叶,9.25,9.11,9.25,714,1838189
300495,*ST美尚,2.67,2.63,2.66,455,105879
002640,*ST跨境,3.34,3.29,3.34,1629,480436
003040,楚天龙,28.06,27.64,28.06,18,153822
000692,惠天热电,4.01,3.95,4.0,1578,104378
300282,三盛教育,4.7,4.63,4.7,440,132581
002301,齐心集团,8.73,8.6,8.72,223,198898
603818,曲美家居,14.11,13.9,14.1,505,92278
600919,江苏银行,6.06,5.97,6.05,1512,1633124
002422,科伦药业,19.59,19.3,19.58,24,342593
688212,澳华内镜,39.39,38.81,39.25,10,19897
002715,登云股份,13.13,12.94,13.13,59,14175
600766,*ST园城,4.85,4.78,4.84,100,45213
300417,南华仪器,12.54,12.36,12.5,138,38442
600036,招商银行,49.05,48.35,49.02,13,837174
688001,华兴源创,36.5,35.98,36.5,215,20299
000100,TCL科技,6.33,6.24,6.32,15137,2263629
603399,吉翔股份,7.07,6.97,7.06,671,132304
601777,力帆科技,6.38,6.29,6.37,1174,198988
000897,津滨发展,2.84,2.8,2.83,5710,447614
600585,海螺水泥,42.26,41.67,42.25,65,330895
002869,金溢科技,16.64,16.41,16.63,2,58599
003030,祖名股份,26.77,26.4,26.77,388,30439
