,close,open,high,low,volume,chgperc,yest_close,amount,b1_v,b1_p,a1_v,a1_p,pe,pb,lt_mcap,mcap
sh600537,3.84,3.73,3.99,3.65,963656.0,1.05,3.8,36717.0,4545.0,3.83,3733.0,3.85,-13.11,1.38,45.17,45.17
sz002662,4.17,4.56,4.56,4.11,1666973.0,-8.75,4.57,71441.0,15274.0,4.15,2686.0,4.17,-3.46,1.99,62.55,62.55
sz000692,3.15,3.58,3.58,3.15,447365.0,-3.67,3.27,15126.0,787.0,3.14,236.0,3.19,-12.03,1.42,16.78,16.78
sz002108,5.04,5.04,5.04,4.81,2576413.0,10.04,4.58,128383.0,254851.0,5.03,0.0,0.0,41.35,2.16,71.46,71.46
sz300317,3.57,3.78,3.78,3.57,406161.0,-0.83,3.6,14909.0,791.0,3.55,870.0,3.57,-2.78,1.58,27.11,29.43
sh600313,5.25,5.52,5.52,5.1,2611395.0,4.58,5.02,139331.0,6381.0,5.24,699.0,5.26,359.57,3.97,53.52,56.82
sz300022,4.87,5.23,5.48,4.83,751016.0,-2.99,5.02,38295.0,1414.0,4.85,143.0,4.87,-15.87,26.04,16.69,18.52
sz300189,5.93,6.25,6.25,5.72,3485447.0,4.4,5.68,214535.0,8046.0,5.92,792.0,5.94,-18.88,5.81,57.11,60.72
sh600166,3.13,3.13,3.25,2.95,10175457.0,6.1,2.95,321380.0,16022.0,3.11,63502.0,3.13,-111.63,1.38,205.8,205.8
sz300444,4.39,4.59,4.74,4.35,436553.0,-4.36,4.59,19668.0,2264.0,4.37,981.0,4.39,-3.93,3.1,14.0,25.71
sh600939,4.46,4.9,4.9,4.39,472679.0,-5.11,4.7,22357.0,348.0,4.44,940.0,4.46,20.73,1.21,80.93,80.93
sz000850,4.1,4.57,4.57,4.08,658730.0,-3.98,4.27,28585.0,3277.0,4.09,2427.0,4.11,-9.8,0.96,38.68,38.69
sz002328,6.27,6.8,6.8,6.22,963774.0,-2.94,6.46,63316.0,2394.0,6.26,1560.0,6.28,46.58,1.93,34.52,47.76
sh600237,4.58,4.53,4.82,4.4,1348503.0,4.57,4.38,62475.0,4160.0,4.57,3576.0,4.59,-17.98,2.37,25.85,25.85
sz000798,8.43,8.7,9.42,8.36,268165.0,-7.26,9.09,23697.0,1189.0,8.42,311.0,8.44,108.43,3.73,26.92,26.93
sh603017,13.46,12.5,13.74,12.5,291971.0,7.77,12.49,38680.0,5.0,13.44,1805.0,13.46,18.92,1.94,36.74,37.21
sz000070,13.46,13.46,13.91,13.11,782453.0,1.51,13.26,106074.0,582.0,13.44,996.0,13.46,49.92,3.87,107.04,109.91
sz300222,10.58,11.2,11.2,10.3,867796.0,-7.19,11.4,92376.0,405.0,10.56,701.0,10.58,-2.89,4.05,57.5,76.57
sz002585,9.03,8.96,9.04,8.56,708588.0,1.69,8.88,62399.0,1131.0,9.02,330.0,9.04,48.03,1.36,79.45,104.41
sz000400,16.73,17.1,17.1,16.4,601194.0,0.36,16.67,100579.0,873.0,16.72,212.0,16.74,28.86,2.03,168.68,168.69
